date,state,recovered,deaths,total individuals vaccinated,confirmed
2024-12-31,a & n islands,0.0,0.0,0.0,500.0
2023-05-05,a&n islands,10637.0,129.0,0.0,11266.0
2021-01-16,andaman and nicobar islands,0.0,0.0,23.0,500.0
2021-01-17,andaman and nicobar islands,0.0,0.0,23.0,500.0
2021-01-18,andaman and nicobar islands,0.0,0.0,42.0,500.0
2021-01-19,andaman and nicobar islands,0.0,0.0,89.0,500.0
2021-01-20,andaman and nicobar islands,0.0,0.0,124.0,500.0
2021-01-21,andaman and nicobar islands,0.0,0.0,239.0,500.0
2021-01-22,andaman and nicobar islands,0.0,0.0,552.0,500.0
2021-01-23,andaman and nicobar islands,0.0,0.0,920.0,500.0
2021-01-24,andaman and nicobar islands,0.0,0.0,966.0,500.0
2021-01-25,andaman and nicobar islands,0.0,0.0,1519.0,500.0
2021-01-26,andaman and nicobar islands,0.0,0.0,1519.0,500.0
2021-01-27,andaman and nicobar islands,0.0,0.0,1519.0,500.0
2021-01-28,andaman and nicobar islands,0.0,0.0,1956.0,500.0
2021-01-29,andaman and nicobar islands,0.0,0.0,2024.0,500.0
2021-01-30,andaman and nicobar islands,0.0,0.0,2060.0,500.0
2021-01-31,andaman and nicobar islands,0.0,0.0,2060.0,500.0
2021-02-01,andaman and nicobar islands,0.0,0.0,2060.0,500.0
2021-02-02,andaman and nicobar islands,0.0,0.0,2060.0,500.0
2021-02-03,andaman and nicobar islands,0.0,0.0,2107.0,500.0
2021-02-04,andaman and nicobar islands,0.0,0.0,2290.0,500.0
2021-02-05,andaman and nicobar islands,0.0,0.0,2514.0,500.0
2021-02-06,andaman and nicobar islands,0.0,0.0,2780.0,500.0
2021-02-07,andaman and nicobar islands,0.0,0.0,2780.0,500.0
2021-02-08,andaman and nicobar islands,0.0,0.0,2780.0,500.0
2021-02-09,andaman and nicobar islands,0.0,0.0,2780.0,500.0
2021-02-10,andaman and nicobar islands,0.0,0.0,2780.0,500.0
2021-02-11,andaman and nicobar islands,0.0,0.0,2780.0,500.0
2021-02-12,andaman and nicobar islands,0.0,0.0,2852.0,500.0
2021-02-13,andaman and nicobar islands,0.0,0.0,3040.0,500.0
2021-02-14,andaman and nicobar islands,0.0,0.0,3040.0,500.0
2021-02-15,andaman and nicobar islands,0.0,0.0,3363.0,500.0
2021-02-16,andaman and nicobar islands,0.0,0.0,3363.0,500.0
2021-02-17,andaman and nicobar islands,0.0,0.0,3560.0,500.0
2021-02-18,andaman and nicobar islands,0.0,0.0,3505.0,500.0
2021-02-19,andaman and nicobar islands,0.0,0.0,4246.0,500.0
2021-02-20,andaman and nicobar islands,0.0,0.0,4707.0,500.0
2021-02-21,andaman and nicobar islands,0.0,0.0,4707.0,500.0
2021-02-22,andaman and nicobar islands,0.0,0.0,5358.0,500.0
2021-02-23,andaman and nicobar islands,0.0,0.0,5436.0,500.0
2021-02-24,andaman and nicobar islands,0.0,0.0,5518.0,500.0
2021-02-25,andaman and nicobar islands,0.0,0.0,5867.0,500.0
2021-02-26,andaman and nicobar islands,0.0,0.0,6029.0,500.0
2021-02-27,andaman and nicobar islands,0.0,0.0,6029.0,500.0
2021-02-28,andaman and nicobar islands,0.0,0.0,6029.0,500.0
2021-03-01,andaman and nicobar islands,0.0,0.0,6029.0,500.0
2021-03-02,andaman and nicobar islands,0.0,0.0,6638.0,500.0
2021-03-03,andaman and nicobar islands,0.0,0.0,6749.0,500.0
2021-03-04,andaman and nicobar islands,0.0,0.0,7266.0,500.0
2021-03-05,andaman and nicobar islands,0.0,0.0,7799.0,500.0
2021-03-06,andaman and nicobar islands,0.0,0.0,8288.0,500.0
2021-03-07,andaman and nicobar islands,0.0,0.0,8848.0,500.0
2021-03-08,andaman and nicobar islands,0.0,0.0,9629.0,500.0
2021-03-09,andaman and nicobar islands,0.0,0.0,9932.0,500.0
2021-03-10,andaman and nicobar islands,0.0,0.0,10161.0,500.0
2021-03-11,andaman and nicobar islands,0.0,0.0,10704.0,500.0
2021-03-12,andaman and nicobar islands,0.0,0.0,11321.0,500.0
2021-03-13,andaman and nicobar islands,0.0,0.0,11638.0,500.0
2021-03-14,andaman and nicobar islands,0.0,0.0,11693.0,500.0
2021-03-15,andaman and nicobar islands,0.0,0.0,12045.0,500.0
2021-03-16,andaman and nicobar islands,0.0,0.0,11950.0,500.0
2021-03-17,andaman and nicobar islands,0.0,0.0,12509.0,500.0
2021-03-18,andaman and nicobar islands,0.0,0.0,12948.0,500.0
2021-03-19,andaman and nicobar islands,0.0,0.0,13293.0,500.0
2021-03-20,andaman and nicobar islands,0.0,0.0,13852.0,500.0
2021-03-21,andaman and nicobar islands,0.0,0.0,13868.0,500.0
2021-03-22,andaman and nicobar islands,0.0,0.0,14327.0,500.0
2021-03-23,andaman and nicobar islands,0.0,0.0,15017.0,500.0
2021-03-24,andaman and nicobar islands,0.0,0.0,15247.0,500.0
2021-03-25,andaman and nicobar islands,0.0,0.0,15652.0,500.0
2021-03-26,andaman and nicobar islands,0.0,0.0,15933.0,500.0
2021-03-27,andaman and nicobar islands,0.0,0.0,16292.0,500.0
2021-03-28,andaman and nicobar islands,0.0,0.0,16293.0,500.0
2021-03-29,andaman and nicobar islands,0.0,0.0,16292.0,500.0
2021-03-30,andaman and nicobar islands,0.0,0.0,16701.0,500.0
2021-03-31,andaman and nicobar islands,0.0,0.0,16798.0,500.0
2021-04-01,andaman and nicobar islands,0.0,0.0,17435.0,500.0
2021-04-02,andaman and nicobar islands,0.0,0.0,17559.0,500.0
2021-04-03,andaman and nicobar islands,0.0,0.0,17998.0,500.0
2021-04-04,andaman and nicobar islands,0.0,0.0,18677.0,500.0
2021-04-05,andaman and nicobar islands,0.0,0.0,19499.0,500.0
2021-04-06,andaman and nicobar islands,0.0,0.0,20445.0,500.0
2021-04-07,andaman and nicobar islands,0.0,0.0,22631.0,500.0
2021-04-08,andaman and nicobar islands,0.0,0.0,25363.0,500.0
2021-04-09,andaman and nicobar islands,0.0,0.0,27698.0,500.0
2021-04-10,andaman and nicobar islands,0.0,0.0,29863.0,500.0
2021-04-11,andaman and nicobar islands,0.0,0.0,32012.0,500.0
2021-04-12,andaman and nicobar islands,0.0,0.0,36572.0,500.0
2021-04-13,andaman and nicobar islands,0.0,0.0,43013.0,500.0
2021-04-14,andaman and nicobar islands,0.0,0.0,49654.0,500.0
2021-04-15,andaman and nicobar islands,0.0,0.0,54778.0,500.0
2021-04-16,andaman and nicobar islands,0.0,0.0,61339.0,500.0
2021-04-17,andaman and nicobar islands,0.0,0.0,67451.0,500.0
2021-04-18,andaman and nicobar islands,0.0,0.0,71275.0,500.0
2021-04-19,andaman and nicobar islands,0.0,0.0,75675.0,500.0
2021-04-20,andaman and nicobar islands,0.0,0.0,78973.0,500.0
2021-04-21,andaman and nicobar islands,0.0,0.0,80901.0,500.0
2021-04-22,andaman and nicobar islands,0.0,0.0,83233.0,500.0
2021-04-23,andaman and nicobar islands,0.0,0.0,85201.0,500.0
2021-04-24,andaman and nicobar islands,0.0,0.0,86796.0,500.0
2021-04-25,andaman and nicobar islands,0.0,0.0,87865.0,500.0
2021-04-26,andaman and nicobar islands,0.0,0.0,89290.0,500.0
2021-04-27,andaman and nicobar islands,0.0,0.0,90454.0,500.0
2021-04-28,andaman and nicobar islands,0.0,0.0,91394.0,500.0
2021-04-29,andaman and nicobar islands,0.0,0.0,92417.0,500.0
2021-04-30,andaman and nicobar islands,0.0,0.0,93493.0,500.0
2021-05-01,andaman and nicobar islands,0.0,0.0,94002.0,500.0
2021-05-02,andaman and nicobar islands,0.0,0.0,94125.0,500.0
2021-05-03,andaman and nicobar islands,0.0,0.0,94633.0,500.0
2021-05-04,andaman and nicobar islands,0.0,0.0,95064.0,500.0
2021-05-05,andaman and nicobar islands,0.0,0.0,95500.0,500.0
2021-05-06,andaman and nicobar islands,0.0,0.0,96229.0,500.0
2021-05-07,andaman and nicobar islands,0.0,0.0,96970.0,500.0
2021-05-08,andaman and nicobar islands,0.0,0.0,97639.0,500.0
2021-05-09,andaman and nicobar islands,0.0,0.0,97748.0,500.0
2021-05-10,andaman and nicobar islands,0.0,0.0,98439.0,500.0
2021-05-11,andaman and nicobar islands,0.0,0.0,98845.0,500.0
2021-05-12,andaman and nicobar islands,0.0,0.0,99218.0,500.0
2021-05-13,andaman and nicobar islands,0.0,0.0,99602.0,500.0
2021-05-14,andaman and nicobar islands,0.0,0.0,99690.0,500.0
2021-05-15,andaman and nicobar islands,0.0,0.0,100058.0,500.0
2021-05-16,andaman and nicobar islands,0.0,0.0,100058.0,500.0
2021-05-17,andaman and nicobar islands,0.0,0.0,100492.0,500.0
2021-05-18,andaman and nicobar islands,0.0,0.0,100773.0,500.0
2021-05-19,andaman and nicobar islands,0.0,0.0,101277.0,500.0
2021-05-20,andaman and nicobar islands,0.0,0.0,102027.0,500.0
2021-05-21,andaman and nicobar islands,0.0,0.0,102795.0,500.0
2021-05-22,andaman and nicobar islands,0.0,0.0,103605.0,500.0
2021-05-23,andaman and nicobar islands,0.0,0.0,103988.0,500.0
2021-05-24,andaman and nicobar islands,0.0,0.0,104439.0,500.0
2021-05-25,andaman and nicobar islands,0.0,0.0,105124.0,500.0
2021-05-26,andaman and nicobar islands,0.0,0.0,105933.0,500.0
2021-05-27,andaman and nicobar islands,0.0,0.0,106548.0,500.0
2021-05-28,andaman and nicobar islands,0.0,0.0,107304.0,500.0
2021-05-29,andaman and nicobar islands,0.0,0.0,108317.0,500.0
2021-05-30,andaman and nicobar islands,0.0,0.0,108559.0,500.0
2021-05-31,andaman and nicobar islands,0.0,0.0,109087.0,500.0
2021-06-01,andaman and nicobar islands,0.0,0.0,109821.0,500.0
2021-06-02,andaman and nicobar islands,0.0,0.0,110323.0,500.0
2021-06-03,andaman and nicobar islands,0.0,0.0,111001.0,500.0
2021-06-04,andaman and nicobar islands,0.0,0.0,111506.0,500.0
2021-06-05,andaman and nicobar islands,0.0,0.0,111971.0,500.0
2021-06-06,andaman and nicobar islands,0.0,0.0,111979.0,500.0
2021-06-07,andaman and nicobar islands,0.0,0.0,112507.0,500.0
2021-06-08,andaman and nicobar islands,0.0,0.0,112917.0,500.0
2021-06-09,andaman and nicobar islands,0.0,0.0,113207.0,500.0
2021-06-10,andaman and nicobar islands,0.0,0.0,114098.0,500.0
2021-06-11,andaman and nicobar islands,0.0,0.0,114850.0,500.0
2021-06-12,andaman and nicobar islands,0.0,0.0,115708.0,500.0
2021-06-13,andaman and nicobar islands,0.0,0.0,115711.0,500.0
2021-06-14,andaman and nicobar islands,0.0,0.0,116632.0,500.0
2021-06-15,andaman and nicobar islands,0.0,0.0,117545.0,500.0
2021-06-16,andaman and nicobar islands,0.0,0.0,118511.0,500.0
2021-06-17,andaman and nicobar islands,0.0,0.0,119448.0,500.0
2021-06-18,andaman and nicobar islands,0.0,0.0,120382.0,500.0
2021-06-19,andaman and nicobar islands,0.0,0.0,121201.0,500.0
2021-06-20,andaman and nicobar islands,0.0,0.0,121202.0,500.0
2021-06-21,andaman and nicobar islands,0.0,0.0,121964.0,500.0
2021-06-22,andaman and nicobar islands,0.0,0.0,124729.0,500.0
2021-06-23,andaman and nicobar islands,0.0,0.0,128630.0,500.0
2021-06-24,andaman and nicobar islands,0.0,0.0,133533.0,500.0
2021-01-16,andhra pradesh,0.0,0.0,4216.0,500.0
2021-01-17,andhra pradesh,0.0,0.0,9251.0,500.0
2021-01-18,andhra pradesh,0.0,0.0,12234.0,500.0
2021-01-19,andhra pradesh,0.0,0.0,25539.0,500.0
2021-01-20,andhra pradesh,0.0,0.0,35901.0,500.0
2021-01-21,andhra pradesh,0.0,0.0,45040.0,500.0
2021-01-22,andhra pradesh,0.0,0.0,55697.0,500.0
2021-01-23,andhra pradesh,0.0,0.0,70380.0,500.0
2021-01-24,andhra pradesh,0.0,0.0,74221.0,500.0
2021-01-25,andhra pradesh,0.0,0.0,89879.0,500.0
2021-01-26,andhra pradesh,0.0,0.0,90616.0,500.0
2021-01-27,andhra pradesh,0.0,0.0,107999.0,500.0
2021-01-28,andhra pradesh,0.0,0.0,117543.0,500.0
2021-01-29,andhra pradesh,0.0,0.0,124647.0,500.0
2021-01-30,andhra pradesh,0.0,0.0,133571.0,500.0
2021-01-31,andhra pradesh,0.0,0.0,133623.0,500.0
2021-02-01,andhra pradesh,0.0,0.0,133642.0,500.0
2021-02-02,andhra pradesh,0.0,0.0,133646.0,500.0
2021-02-03,andhra pradesh,0.0,0.0,161302.0,500.0
2021-02-04,andhra pradesh,0.0,0.0,188704.0,500.0
2021-02-05,andhra pradesh,0.0,0.0,218899.0,500.0
2021-02-06,andhra pradesh,0.0,0.0,245938.0,500.0
2021-02-07,andhra pradesh,0.0,0.0,249205.0,500.0
2021-02-08,andhra pradesh,0.0,0.0,263588.0,500.0
2021-02-09,andhra pradesh,0.0,0.0,275654.0,500.0
2021-02-10,andhra pradesh,0.0,0.0,286401.0,500.0
2021-02-11,andhra pradesh,0.0,0.0,294574.0,500.0
2021-02-12,andhra pradesh,0.0,0.0,303031.0,500.0
2021-02-13,andhra pradesh,0.0,0.0,313507.0,500.0
2021-02-14,andhra pradesh,0.0,0.0,313509.0,500.0
2021-02-15,andhra pradesh,0.0,0.0,329041.0,500.0
2021-02-16,andhra pradesh,0.0,0.0,344146.0,500.0
2021-02-17,andhra pradesh,0.0,0.0,364844.0,500.0
2021-02-18,andhra pradesh,0.0,0.0,359785.0,500.0
2021-02-19,andhra pradesh,0.0,0.0,403279.0,500.0
2021-02-20,andhra pradesh,0.0,0.0,413818.0,500.0
2021-02-21,andhra pradesh,0.0,0.0,418634.0,500.0
2021-02-22,andhra pradesh,0.0,0.0,431789.0,500.0
2021-02-23,andhra pradesh,0.0,0.0,448490.0,500.0
2021-02-24,andhra pradesh,0.0,0.0,476866.0,500.0
2021-02-25,andhra pradesh,0.0,0.0,510185.0,500.0
2021-02-26,andhra pradesh,0.0,0.0,535955.0,500.0
2021-02-27,andhra pradesh,0.0,0.0,535955.0,500.0
2021-02-28,andhra pradesh,0.0,0.0,535955.0,500.0
2021-03-01,andhra pradesh,0.0,0.0,535955.0,500.0
2021-03-02,andhra pradesh,0.0,0.0,559569.0,500.0
2021-03-03,andhra pradesh,0.0,0.0,577662.0,500.0
2021-03-04,andhra pradesh,0.0,0.0,596324.0,500.0
2021-03-05,andhra pradesh,0.0,0.0,620332.0,500.0
2021-03-06,andhra pradesh,0.0,0.0,653058.0,500.0
2021-03-07,andhra pradesh,0.0,0.0,653146.0,500.0
2021-03-08,andhra pradesh,0.0,0.0,688936.0,500.0
2021-03-09,andhra pradesh,0.0,0.0,740389.0,500.0
2021-03-10,andhra pradesh,0.0,0.0,781210.0,500.0
2021-03-11,andhra pradesh,0.0,0.0,789453.0,500.0
2021-03-12,andhra pradesh,0.0,0.0,837831.0,500.0
2021-03-13,andhra pradesh,0.0,0.0,881112.0,500.0
2021-03-14,andhra pradesh,0.0,0.0,881921.0,500.0
2021-03-15,andhra pradesh,0.0,0.0,955901.0,500.0
2021-03-16,andhra pradesh,0.0,0.0,976078.0,500.0
2021-03-17,andhra pradesh,0.0,0.0,1112607.0,500.0
2021-03-18,andhra pradesh,0.0,0.0,1194255.0,500.0
2021-03-19,andhra pradesh,0.0,0.0,1280956.0,500.0
2021-03-20,andhra pradesh,0.0,0.0,1381802.0,500.0
2021-03-21,andhra pradesh,0.0,0.0,1389085.0,500.0
2021-03-22,andhra pradesh,0.0,0.0,1494286.0,500.0
2021-03-23,andhra pradesh,0.0,0.0,1617797.0,500.0
2021-03-24,andhra pradesh,0.0,0.0,1729748.0,500.0
2021-03-25,andhra pradesh,0.0,0.0,1864559.0,500.0
2021-03-26,andhra pradesh,0.0,0.0,1960827.0,500.0
2021-03-27,andhra pradesh,0.0,0.0,2078246.0,500.0
2021-03-28,andhra pradesh,0.0,0.0,2086565.0,500.0
2021-03-29,andhra pradesh,0.0,0.0,2149525.0,500.0
2021-03-30,andhra pradesh,0.0,0.0,2234331.0,500.0
2021-03-31,andhra pradesh,0.0,0.0,2328018.0,500.0
2021-04-01,andhra pradesh,0.0,0.0,2421043.0,500.0
2021-04-02,andhra pradesh,0.0,0.0,2487480.0,500.0
2021-04-03,andhra pradesh,0.0,0.0,2566814.0,500.0
2021-04-04,andhra pradesh,0.0,0.0,2621707.0,500.0
2021-04-05,andhra pradesh,0.0,0.0,2706804.0,500.0
2021-04-06,andhra pradesh,0.0,0.0,2764322.0,500.0
2021-04-07,andhra pradesh,0.0,0.0,2890332.0,500.0
2021-04-08,andhra pradesh,0.0,0.0,3020007.0,500.0
2021-04-09,andhra pradesh,0.0,0.0,3081066.0,500.0
2021-04-10,andhra pradesh,0.0,0.0,3281351.0,500.0
2021-04-11,andhra pradesh,0.0,0.0,3362926.0,500.0
2021-04-12,andhra pradesh,0.0,0.0,3380423.0,500.0
2021-04-13,andhra pradesh,0.0,0.0,3383754.0,500.0
2021-04-14,andhra pradesh,0.0,0.0,3973533.0,500.0
2021-04-15,andhra pradesh,0.0,0.0,4003901.0,500.0
2021-04-16,andhra pradesh,0.0,0.0,4007469.0,500.0
2021-04-17,andhra pradesh,0.0,0.0,4009940.0,500.0
2021-04-18,andhra pradesh,0.0,0.0,4013140.0,500.0
2021-04-19,andhra pradesh,0.0,0.0,4140526.0,500.0
2021-04-20,andhra pradesh,0.0,0.0,4234572.0,500.0
2021-04-21,andhra pradesh,0.0,0.0,4257182.0,500.0
2021-04-22,andhra pradesh,0.0,0.0,4337021.0,500.0
2021-04-23,andhra pradesh,0.0,0.0,4464620.0,500.0
2021-04-24,andhra pradesh,0.0,0.0,4543318.0,500.0
2021-04-25,andhra pradesh,0.0,0.0,4547972.0,500.0
2021-04-26,andhra pradesh,0.0,0.0,4761686.0,500.0
2021-04-27,andhra pradesh,0.0,0.0,4904030.0,500.0
2021-04-28,andhra pradesh,0.0,0.0,4955046.0,500.0
2021-04-29,andhra pradesh,0.0,0.0,4988411.0,500.0
2021-04-30,andhra pradesh,0.0,0.0,5112011.0,500.0
2021-05-01,andhra pradesh,0.0,0.0,5174960.0,500.0
2021-05-02,andhra pradesh,0.0,0.0,5176393.0,500.0
2021-05-03,andhra pradesh,0.0,0.0,5195851.0,500.0
2021-05-04,andhra pradesh,0.0,0.0,5204180.0,500.0
2021-05-05,andhra pradesh,0.0,0.0,5273196.0,500.0
2021-05-06,andhra pradesh,0.0,0.0,5345545.0,500.0
2021-05-07,andhra pradesh,0.0,0.0,5393064.0,500.0
2021-05-08,andhra pradesh,0.0,0.0,5436592.0,500.0
2021-05-09,andhra pradesh,0.0,0.0,5443382.0,500.0
2021-05-10,andhra pradesh,0.0,0.0,5443951.0,500.0
2021-05-11,andhra pradesh,0.0,0.0,5450913.0,500.0
2021-05-12,andhra pradesh,0.0,0.0,5459958.0,500.0
2021-05-13,andhra pradesh,0.0,0.0,5470083.0,500.0
2021-05-14,andhra pradesh,0.0,0.0,5474544.0,500.0
2021-05-15,andhra pradesh,0.0,0.0,5484714.0,500.0
2021-05-16,andhra pradesh,0.0,0.0,5487757.0,500.0
2021-05-17,andhra pradesh,0.0,0.0,5504954.0,500.0
2021-05-18,andhra pradesh,0.0,0.0,5518465.0,500.0
2021-05-19,andhra pradesh,0.0,0.0,5529872.0,500.0
2021-05-20,andhra pradesh,0.0,0.0,5540108.0,500.0
2021-05-21,andhra pradesh,0.0,0.0,5553124.0,500.0
2021-05-22,andhra pradesh,0.0,0.0,5564360.0,500.0
2021-05-23,andhra pradesh,0.0,0.0,5565702.0,500.0
2021-05-24,andhra pradesh,0.0,0.0,5657964.0,500.0
2021-05-25,andhra pradesh,0.0,0.0,5791183.0,500.0
2021-05-26,andhra pradesh,0.0,0.0,6077585.0,500.0
2021-05-27,andhra pradesh,0.0,0.0,6646298.0,500.0
2021-05-28,andhra pradesh,0.0,0.0,7076650.0,500.0
2021-05-29,andhra pradesh,0.0,0.0,7274735.0,500.0
2021-05-30,andhra pradesh,0.0,0.0,7288465.0,500.0
2021-05-31,andhra pradesh,0.0,0.0,7356423.0,500.0
2021-06-01,andhra pradesh,0.0,0.0,7553586.0,500.0
2021-06-02,andhra pradesh,0.0,0.0,7696078.0,500.0
2021-06-03,andhra pradesh,0.0,0.0,7786969.0,500.0
2021-06-04,andhra pradesh,0.0,0.0,8141170.0,500.0
2021-06-05,andhra pradesh,0.0,0.0,8231348.0,500.0
2021-06-06,andhra pradesh,0.0,0.0,8293652.0,500.0
2021-06-07,andhra pradesh,0.0,0.0,8429887.0,500.0
2021-06-08,andhra pradesh,0.0,0.0,8472406.0,500.0
2021-06-09,andhra pradesh,0.0,0.0,8637923.0,500.0
2021-06-10,andhra pradesh,0.0,0.0,8891341.0,500.0
2021-06-11,andhra pradesh,0.0,0.0,9085932.0,500.0
2021-06-12,andhra pradesh,0.0,0.0,9257127.0,500.0
2021-06-13,andhra pradesh,0.0,0.0,9335665.0,500.0
2021-06-14,andhra pradesh,0.0,0.0,9683451.0,500.0
2021-06-15,andhra pradesh,0.0,0.0,9765707.0,500.0
2021-06-16,andhra pradesh,0.0,0.0,9795862.0,500.0
2021-06-17,andhra pradesh,0.0,0.0,9817124.0,500.0
2021-06-18,andhra pradesh,0.0,0.0,9838546.0,500.0
2021-06-19,andhra pradesh,0.0,0.0,9850955.0,500.0
2021-06-20,andhra pradesh,0.0,0.0,11201229.0,500.0
2021-06-21,andhra pradesh,0.0,0.0,11265333.0,500.0
2021-06-22,andhra pradesh,0.0,0.0,11306134.0,500.0
2021-06-23,andhra pradesh,0.0,0.0,11331864.0,500.0
2021-06-24,andhra pradesh,0.0,0.0,11586263.0,500.0
2023-05-05,andhra pradesh,2325745.0,14733.0,0.0,2340978.0
2024-12-31,andhra pradesh,588.0,0.0,0.0,1088.0
2021-01-16,arunachal pradesh,0.0,0.0,81.0,500.0
2021-01-17,arunachal pradesh,0.0,0.0,178.0,500.0
2021-01-18,arunachal pradesh,0.0,0.0,560.0,500.0
2021-01-19,arunachal pradesh,0.0,0.0,574.0,500.0
2021-01-20,arunachal pradesh,0.0,0.0,601.0,500.0
2021-01-21,arunachal pradesh,0.0,0.0,1154.0,500.0
2021-01-22,arunachal pradesh,0.0,0.0,1818.0,500.0
2021-01-23,arunachal pradesh,0.0,0.0,2446.0,500.0
2021-01-24,arunachal pradesh,0.0,0.0,2529.0,500.0
2021-01-25,arunachal pradesh,0.0,0.0,3442.0,500.0
2021-01-26,arunachal pradesh,0.0,0.0,3462.0,500.0
2021-01-27,arunachal pradesh,0.0,0.0,3998.0,500.0
2021-01-28,arunachal pradesh,0.0,0.0,5470.0,500.0
2021-01-29,arunachal pradesh,0.0,0.0,6106.0,500.0
2021-01-30,arunachal pradesh,0.0,0.0,6491.0,500.0
2021-01-31,arunachal pradesh,0.0,0.0,6525.0,500.0
2021-02-01,arunachal pradesh,0.0,0.0,6668.0,500.0
2021-02-02,arunachal pradesh,0.0,0.0,6668.0,500.0
2021-02-03,arunachal pradesh,0.0,0.0,6758.0,500.0
2021-02-04,arunachal pradesh,0.0,0.0,7785.0,500.0
2021-02-05,arunachal pradesh,0.0,0.0,8745.0,500.0
2021-02-06,arunachal pradesh,0.0,0.0,9288.0,500.0
2021-02-07,arunachal pradesh,0.0,0.0,9292.0,500.0
2021-02-08,arunachal pradesh,0.0,0.0,10438.0,500.0
2021-02-09,arunachal pradesh,0.0,0.0,10465.0,500.0
2021-02-10,arunachal pradesh,0.0,0.0,10529.0,500.0
2021-02-11,arunachal pradesh,0.0,0.0,11372.0,500.0
2021-02-12,arunachal pradesh,0.0,0.0,12173.0,500.0
2021-02-13,arunachal pradesh,0.0,0.0,13251.0,500.0
2021-02-14,arunachal pradesh,0.0,0.0,13274.0,500.0
2021-02-15,arunachal pradesh,0.0,0.0,15434.0,500.0
2021-02-16,arunachal pradesh,0.0,0.0,15546.0,500.0
2021-02-17,arunachal pradesh,0.0,0.0,15552.0,500.0
2021-02-18,arunachal pradesh,0.0,0.0,17389.0,500.0
2021-02-19,arunachal pradesh,0.0,0.0,19872.0,500.0
2021-02-20,arunachal pradesh,0.0,0.0,20018.0,500.0
2021-02-21,arunachal pradesh,0.0,0.0,20018.0,500.0
2021-02-22,arunachal pradesh,0.0,0.0,21550.0,500.0
2021-02-23,arunachal pradesh,0.0,0.0,22757.0,500.0
2021-02-24,arunachal pradesh,0.0,0.0,22781.0,500.0
2021-02-25,arunachal pradesh,0.0,0.0,24649.0,500.0
2021-02-26,arunachal pradesh,0.0,0.0,25903.0,500.0
2021-02-27,arunachal pradesh,0.0,0.0,25903.0,500.0
2021-02-28,arunachal pradesh,0.0,0.0,25903.0,500.0
2021-03-01,arunachal pradesh,0.0,0.0,25903.0,500.0
2021-03-02,arunachal pradesh,0.0,0.0,29841.0,500.0
2021-03-03,arunachal pradesh,0.0,0.0,30253.0,500.0
2021-03-04,arunachal pradesh,0.0,0.0,33136.0,500.0
2021-03-05,arunachal pradesh,0.0,0.0,35734.0,500.0
2021-03-06,arunachal pradesh,0.0,0.0,37249.0,500.0
2021-03-07,arunachal pradesh,0.0,0.0,37299.0,500.0
2021-03-08,arunachal pradesh,0.0,0.0,39451.0,500.0
2021-03-09,arunachal pradesh,0.0,0.0,41504.0,500.0
2021-03-10,arunachal pradesh,0.0,0.0,41675.0,500.0
2021-03-11,arunachal pradesh,0.0,0.0,44509.0,500.0
2021-03-12,arunachal pradesh,0.0,0.0,46763.0,500.0
2021-03-13,arunachal pradesh,0.0,0.0,48143.0,500.0
2021-03-14,arunachal pradesh,0.0,0.0,48215.0,500.0
2021-03-15,arunachal pradesh,0.0,0.0,51378.0,500.0
2021-03-16,arunachal pradesh,0.0,0.0,49653.0,500.0
2021-03-17,arunachal pradesh,0.0,0.0,50078.0,500.0
2021-03-18,arunachal pradesh,0.0,0.0,52511.0,500.0
2021-03-19,arunachal pradesh,0.0,0.0,54173.0,500.0
2021-03-20,arunachal pradesh,0.0,0.0,55919.0,500.0
2021-03-21,arunachal pradesh,0.0,0.0,56082.0,500.0
2021-03-22,arunachal pradesh,0.0,0.0,58541.0,500.0
2021-03-23,arunachal pradesh,0.0,0.0,60221.0,500.0
2021-03-24,arunachal pradesh,0.0,0.0,60269.0,500.0
2021-03-25,arunachal pradesh,0.0,0.0,62868.0,500.0
2021-03-26,arunachal pradesh,0.0,0.0,64976.0,500.0
2021-03-27,arunachal pradesh,0.0,0.0,66980.0,500.0
2021-03-28,arunachal pradesh,0.0,0.0,67041.0,500.0
2021-03-29,arunachal pradesh,0.0,0.0,67464.0,500.0
2021-03-30,arunachal pradesh,0.0,0.0,68649.0,500.0
2021-03-31,arunachal pradesh,0.0,0.0,68791.0,500.0
2021-04-01,arunachal pradesh,0.0,0.0,73266.0,500.0
2021-04-02,arunachal pradesh,0.0,0.0,75047.0,500.0
2021-04-03,arunachal pradesh,0.0,0.0,78114.0,500.0
2021-04-04,arunachal pradesh,0.0,0.0,79783.0,500.0
2021-04-05,arunachal pradesh,0.0,0.0,82757.0,500.0
2021-04-06,arunachal pradesh,0.0,0.0,84581.0,500.0
2021-04-07,arunachal pradesh,0.0,0.0,88000.0,500.0
2021-04-08,arunachal pradesh,0.0,0.0,93106.0,500.0
2021-04-09,arunachal pradesh,0.0,0.0,97939.0,500.0
2021-04-10,arunachal pradesh,0.0,0.0,101756.0,500.0
2021-04-11,arunachal pradesh,0.0,0.0,104975.0,500.0
2021-04-12,arunachal pradesh,0.0,0.0,112551.0,500.0
2021-04-13,arunachal pradesh,0.0,0.0,118825.0,500.0
2021-04-14,arunachal pradesh,0.0,0.0,124312.0,500.0
2021-04-15,arunachal pradesh,0.0,0.0,126950.0,500.0
2021-04-16,arunachal pradesh,0.0,0.0,130812.0,500.0
2021-04-17,arunachal pradesh,0.0,0.0,133947.0,500.0
